ORI,4.843611,8.9000,4.830833,6.9500,4.853611,5.6000,4.904167,2.4500,4.975833,1.7167,5.418889,6.3500,5.533611,-0.3000,5.408056,-2.3833,5.293333,-6.8500,5.242222,-8.2000,5.796111,-9.6667,5.679444,-1.9500,5.919444,7.4000,5.585556,9.9333,5.418889,6.3500
ORI,5.679444,-1.9500,5.603333,-1.2000,5.533611,-0.3000
ORI,5.919444,7.4000,6.039722,9.6500,6.126389,14.7667,5.906389,20.2667
ORI,6.039722,9.6500,6.198889,14.2167,6.065278,20.1333
GEM,7.576667,31.8833,7.485278,31.7833,7.185833,30.2500,6.732222,25.1333,6.382778,22.5167,6.247778,22.5000
GEM,6.732222,25.1333,6.482778,20.2167
GEM,7.740833,24.4000,7.598889,26.9000,7.428889,27.8000,7.185833,30.2500,6.879722,33.9667
GEM,7.755278,28.0167,7.598889,26.9000,7.335278,21.9833,7.068611,20.5667,6.628611,16.4000
GEM,7.335278,21.9833,7.301667,16.5333,6.755000,12.9000
CNC,8.778333,28.7667,8.721389,21.4667,8.744722,18.1500,8.275278,9.2000,8.084444,13.1167,8.721389,21.4667
CNC,8.744722,18.1500,8.974722,11.8667
CMI,7.655000,5.2333,7.452500,8.2833
CMA,6.935833,-17.0500,6.903333,-12.0500,7.062500,-15.6333,6.935833,-17.0500,6.752500,-16.7167,6.631667,-18.2333,6.611389,-19.2500,6.378333,-17.9500
CMA,6.752500,-16.7167,7.050556,-23.8333,7.140000,-26.4000,6.977222,-28.9667,6.902222,-24.2000,6.611389,-19.2500,6.530833,-23.4167
CMA,7.140000,-26.4000,7.246667,-26.7667,7.401389,-29.3000
CMA,6.977222,-28.9667,6.338333,-30.0667
CMA,6.977222,-28.9667,6.830556,-32.5167
MON,6.682778,9.8833,6.548333,7.3333,6.396111,4.6000,6.797778,2.4000,7.197500,-0.5000,8.020278,-1.4000,8.143333,-2.9833
MON,6.548333,7.3333,6.797778,2.4000
MON,8.020278,-1.4000,7.687500,-9.5500
MON,7.197500,-0.5000,6.480278,-7.0333,6.247778,-6.2833
LEP,5.215556,-16.2000,5.545556,-17.8333,5.782500,-14.8333,5.940000,-14.1667,6.102778,-14.9500,5.855278,-20.8667,5.741111,-22.4500,5.470833,-20.7500,5.545556,-17.8333
LEP,5.470833,-20.7500,5.091111,-22.3667,5.215556,-16.2000
LEP,5.215556,-16.2000,5.326111,-13.1833
LEP,5.215556,-16.2000,5.220556,-12.9500
